,image_url,link,title,manufacturer,model,generation,year,min_price,max_price,mileage,time_online,last_seen,date_listed,sold,site
586,https://photos.webuycars.co.za/photobooth/288602825/Images/2886028250.webp,,2015 BMW  1 Series 118i 5-Door (F20),bmw,1 series,,2015,157000,157000,95000,0 days 17:52:14.818619,2024-07-12 08:18:34.023306,2024-07-11 14:26:19.204687,True,webuycars
587,https://photos.webuycars.co.za/photobooth/289E01291/Images/289E012910.webp,,2018 Renault  Sandero 900t Stepway Dynamique,renault,sandero,,2018,124000,129900,69000,19 days 13:08:56.637401,2024-08-26 07:59:07.571986,2024-08-06 18:50:10.934585,True,webuycars
588,https://photos.webuycars.co.za/photobooth/28CB09816/Images/28CB098160.webp,,2015 BMW  2 Series 220i Convert M Sport Auto (F23),bmw,2 series,,2015,171900,207900,166000,42 days 22:17:59.359243,2024-08-03 09:28:36.041620,2024-06-21 11:10:36.682377,True,webuycars
589,https://photos.webuycars.co.za/photobooth/28CC04931/Images/28CC049310.webp,,2018 Toyota  Prado TX 3.0d Auto,toyota,land-cruiser-prado,4th gen,2018,539000,549900,174000,16 days 20:12:38.985606,2024-07-30 10:08:30.653634,2024-07-13 13:55:51.668028,True,webuycars
590,https://photos.webuycars.co.za/photobooth/28D507464/Images/28D5074640.webp,,2009 Porsche  Cayman PDK,porsche,cayman,,2009,297000,297000,97000,0 days 04:40:37.872513,2024-07-19 12:31:17.572831,2024-07-19 07:50:39.700318,True,webuycars
591,https://photos.webuycars.co.za/photobooth/28E302350/Images/28E3023500.webp,,2019 Audi  A3 Sportback 1.0 TFSI Stronic (30 TFSI),audi,a3,,2019,249000,258000,95582,10 days 15:06:30.000469,2024-08-19 08:03:34.829976,2024-08-08 16:57:04.829507,True,webuycars
592,https://photos.webuycars.co.za/photobooth/28E900100/Images/28E9001000.webp,,2014 BMW  3 Series 320d M Sport Auto (F30),bmw,3 series,,2014,193000,193000,126000,0 days 00:00:00,2024-08-03 09:29:49.478134,2024-08-03 09:29:49.478134,True,webuycars
593,https://photos.webuycars.co.za/photobooth/28F107219/Images/28F1072190.webp,,2012 BMW  3 Series 320i Sport Line (F30),bmw,3 series,,2012,71900,79900,177000,8 days 18:18:40.458780,2024-07-04 13:34:08.278640,2024-06-25 19:15:27.819860,True,webuycars
594,https://photos.webuycars.co.za/photobooth/28F704391/Images/28F7043910.webp,https://www.webuycars.co.za/buy-a-car/Toyota/Land-Cruiser-Prado/28F704391,2014 Toyota  Prado VX 3.0 TDI Auto,toyota,land-cruiser-prado,4th gen,2014,407900,431900,274607,60 days 03:10:11.405716,2024-09-02 11:05:32.131037,2024-07-04 07:55:20.725321,False,webuycars
595,https://photos.webuycars.co.za/photobooth/290C14038/Images/290C140380.webp,https://www.webuycars.co.za/buy-a-car/Audi/A3/290C14038,2019 Audi  A3 1.0T FSI Stronic (30 TFSI),audi,a3,,2019,260900,281900,56000,44 days 01:12:03.853823,2024-09-03 09:40:27.140468,2024-07-21 08:28:23.286645,False,webuycars
596,https://photos.webuycars.co.za/photobooth/292B10528/Images/292B105280.webp,,2020 Toyota  Corolla 1.2T XS CVT (5dr),toyota,corolla,,2020,280000,287900,39035,14 days 02:00:15.345786,2024-08-08 17:00:23.848144,2024-07-25 15:00:08.502358,True,webuycars
597,https://photos.webuycars.co.za/photobooth/293007852/Images/2930078520.webp,,2012 BMW  5 Series 520i Auto (F10),bmw,5 series,,2012,132000,137900,140000,6 days 19:16:16.408143,2024-08-01 08:49:30.305421,2024-07-25 13:33:13.897278,True,webuycars
598,https://photos.webuycars.co.za/photobooth/293707136/Images/2937071360.webp,,2008 BMW  3 Series 320i (E90),bmw,3 series,,2008,52900,62900,191000,16 days 13:14:59.937694,2024-07-12 08:30:27.757554,2024-06-25 19:15:27.819860,True,webuycars
599,https://photos.webuycars.co.za/photobooth/293807439/Images/2938074390.webp,,2010 Toyota  Corolla 1.3 Impact,toyota,corolla,,2010,88000,94900,170000,2 days 00:32:07.779342,2024-07-21 08:23:48.168111,2024-07-19 07:51:40.388769,True,webuycars
600,https://photos.webuycars.co.za/photobooth/293E13868/Images/293E138680.webp,,2019 Mercedes-Benz  C Class AMG C43 4matic,mercedes-benz,c class,,2019,587900,609900,81000,21 days 22:09:56.611073,2024-08-02 07:12:08.148460,2024-07-11 09:02:11.537387,True,webuycars
601,https://photos.webuycars.co.za/photobooth/294901491/Images/2949014910.webp,,2017 BMW  1 Series 118i 5-Door Auto (F20),bmw,1 series,,2017,190000,191900,149000,12 days 19:28:31.605589,2024-07-18 12:13:29.366231,2024-07-05 16:44:57.760642,True,webuycars
602,https://photos.webuycars.co.za/photobooth/297512313/Images/2975123130.webp,https://www.webuycars.co.za/buy-a-car/Toyota/Corolla/297512313,2014 Toyota  Corolla 1.8 Prestige,toyota,corolla,,2014,166900,166900,116090,2 days 22:23:29.541152,2024-09-02 11:04:38.888257,2024-08-30 12:41:09.347105,False,webuycars
603,https://photos.webuycars.co.za/photobooth/29BB08841/Images/29BB088410.webp,,2010 BMW  3 Series 320i (E90),bmw,3 series,,2010,49900,66900,213000,25 days 13:06:15.711435,2024-07-21 08:21:43.531295,2024-06-25 19:15:27.819860,True,webuycars
604,https://photos.webuycars.co.za/photobooth/29BE08925/Images/29BE089250.webp,,2017 Toyota  Corolla 1.6 Esteem,toyota,corolla,,2017,153000,153900,155267,0 days 04:12:44.049984,2024-08-23 13:37:40.730983,2024-08-23 09:24:56.680999,True,webuycars
605,https://photos.webuycars.co.za/photobooth/29BF03655/Images/29BF036550.webp,,2018 Mercedes-Benz  C Class C180 Edition-C Auto,mercedes-benz,c class,,2018,999,341000,86500,1 days 21:00:46.354598,2024-07-18 12:18:55.917443,2024-07-16 15:18:09.562845,True,webuycars
606,https://photos.webuycars.co.za/photobooth/29DA01501/Images/29DA015010.webp,,2013 BMW  3 Series 320i M Sport Auto (F30),bmw,3 series,,2013,163900,169900,133000,3 days 19:47:55.304848,2024-07-12 08:30:27.757554,2024-07-08 12:42:32.452706,True,webuycars
607,https://photos.webuycars.co.za/photobooth/29DB06276/Images/29DB062760.webp,,2014 Mercedes-Benz  C Class C180 Auto,mercedes-benz,c class,,2014,223000,229900,99000,37 days 22:21:46.651386,2024-08-23 13:39:56.214231,2024-07-16 15:18:09.562845,True,webuycars
608,https://photos.webuycars.co.za/photobooth/29DB11846/Images/29DB118460.webp,,2016 Mercedes-Benz  C Class C200,mercedes-benz,c class,,2016,152900,193900,225885,41 days 01:47:22.489922,2024-08-21 10:49:34.027309,2024-07-11 09:02:11.537387,True,webuycars
609,https://photos.webuycars.co.za/photobooth/29F110309/Images/29F1103090.webp,,2015 BMW  3 Series 320i M Sport Auto (F30),bmw,3 series,,2015,169000,169000,178049,0 days 00:00:00,2024-08-26 18:24:16.128494,2024-08-26 18:24:16.128494,True,webuycars
610,https://photos.webuycars.co.za/photobooth/2A1010253/Images/2A10102530.webp,https://www.webuycars.co.za/buy-a-car/Toyota/Corolla/2A1010253,2015 Toyota  Corolla 1.6 Prestige,toyota,corolla,,2015,146000,151900,117000,8 days 01:48:06.284857,2024-09-03 09:43:41.720964,2024-08-26 07:55:35.436107,False,webuycars
611,https://photos.webuycars.co.za/photobooth/2A1910985/Images/2A19109850.webp,,2016 BMW  3 Series 320i M Sport Auto (F30),bmw,3 series,,2016,217900,229900,101000,47 days 00:28:11.343975,2024-08-20 14:02:19.622615,2024-07-04 13:34:08.278640,True,webuycars
612,https://photos.webuycars.co.za/photobooth/2A3F04313/Images/2A3F043130.webp,,2019 Renault  Sandero 900t Stepway Expression,renault,sandero,,2019,118900,118900,125000,15 days 04:22:22.443391,2024-08-30 12:42:36.618516,2024-08-15 08:20:14.175125,True,webuycars
613,https://photos.webuycars.co.za/photobooth/2A4A06507/Images/2A4A065070.webp,,2017 Renault  Sandero 900t Stepway,renault,sandero,,2017,96000,100900,109386,8 days 08:48:36.757154,2024-08-26 18:30:05.155914,2024-08-18 09:41:28.398760,True,webuycars
614,https://photos.webuycars.co.za/photobooth/2A5F08643/Images/2A5F086430.webp,,2015 BMW  2 Series 220i Convert M Sport Auto (F23),bmw,2 series,,2015,267000,274900,103000,11 days 08:07:49.798099,2024-07-04 15:58:03.435786,2024-06-23 07:50:13.637687,True,webuycars
615,https://photos.webuycars.co.za/photobooth/2A6614292/Images/2A66142920.webp,,2010 BMW  1 Series 120d (E87),bmw,1 series,,2010,53000,53000,252999,0 days 00:00:00,2024-08-03 09:28:22.908365,2024-08-03 09:28:22.908365,True,webuycars
616,https://photos.webuycars.co.za/photobooth/2A7000895/Images/2A70008950.webp,,2008 Toyota  Prado VX 4.0 V6 Auto,toyota,land-cruiser-prado,3rd gen,2008,132000,132000,338576,0 days 23:36:49.950000,2024-08-05 07:40:05.965374,2024-08-04 08:03:16.015374,True,webuycars
617,https://photos.webuycars.co.za/photobooth/2AA007766/Images/2AA0077660.webp,https://www.webuycars.co.za/buy-a-car/Mercedes-Benz/C Class/2AA007766,2017 Mercedes-Benz  C Class C180 Auto,mercedes-benz,c class,,2017,230900,240900,142000,54 days 00:42:21.602357,2024-09-03 09:44:33.139744,2024-07-11 09:02:11.537387,False,webuycars
618,https://photos.webuycars.co.za/photobooth/2AA510857/Images/2AA5108570.webp,,2019 Mercedes-Benz  C Class C180 Auto,mercedes-benz,c class,,2019,439900,439900,34000,0 days 00:00:00,2024-08-29 09:16:44.508859,2024-08-29 09:16:44.508859,True,webuycars
619,https://photos.webuycars.co.za/photobooth/2ACB00503/Images/2ACB005030.webp,,2006 BMW  3 Series 320i Auto (E90),bmw,3 series,,2006,42000,48900,200000,13 days 00:27:05.638635,2024-08-17 08:27:49.062202,2024-08-04 08:00:43.423567,True,webuycars
620,https://photos.webuycars.co.za/photobooth/2AE607985/Images/2AE6079850.webp,,2015 FAW  V2 1.3 Like 5-Door,bmw,3 series,,2015,59900,59900,73000,0 days 00:00:00,2024-08-23 09:21:51.832121,2024-08-23 09:21:51.832121,True,webuycars
621,https://photos.webuycars.co.za/photobooth/2AF705557/Images/2AF7055570.webp,,2019 Renault  Sandero 900t Stepway Expression,renault,sandero,,2019,101900,111900,36000,8 days 14:03:56.321108,2024-08-01 08:53:37.029574,2024-07-23 18:49:40.708466,True,webuycars
622,https://photos.webuycars.co.za/photobooth/2AF906054/Images/2AF9060540.webp,,2012 BMW  3 Series 320d Auto (E90),bmw,3 series,,2012,105000,105900,229353,2 days 21:15:36.696282,2024-07-19 12:30:02.058296,2024-07-16 15:14:25.362014,True,webuycars
623,https://photos.webuycars.co.za/photobooth/2AFA09035/Images/2AFA090350.webp,,2019 BMW  3 Series 320d M Sport Launch Edition Auto (G20),bmw,3 series,,2019,472000,472900,61899,3 days 09:02:24.296373,2024-08-26 18:24:16.128494,2024-08-23 09:21:51.832121,True,webuycars
624,https://photos.webuycars.co.za/photobooth/2AFD09157/Images/2AFD091570.webp,,1989 Toyota  Corolla 1.3 GL,toyota,corolla,,1989,46900,46900,357200,0 days 05:38:49.986608,2024-07-04 13:35:18.570732,2024-07-04 07:56:28.584124,True,webuycars
625,https://photos.webuycars.co.za/photobooth/2B1208121/Images/2B12081210.webp,,2011 Renault  Sandero 1.6 United,renault,sandero,,2011,31900,37900,248000,7 days 17:32:42.549038,2024-07-31 12:22:23.257504,2024-07-23 18:49:40.708466,True,webuycars
626,https://photos.webuycars.co.za/photobooth/2B3608075/Images/2B36080750.webp,,2013 BMW  3 Series 320i Luxury Line Auto (F30),bmw,3 series,,2013,156900,168900,121000,36 days 10:02:32.597199,2024-08-26 18:24:16.128494,2024-07-21 08:21:43.531295,True,webuycars
627,https://photos.webuycars.co.za/photobooth/2B5D08036/Images/2B5D080360.webp,https://www.webuycars.co.za/buy-a-car/Porsche/Cayenne Coupe/2B5D08036,2022 Porsche  Cayenne Coupe Cayenne GTS Coupe,porsche,cayenne coupe,,2022,2032000,2092900,25000,71 days 20:26:28.402530,2024-09-03 09:43:33.109338,2024-06-23 13:17:04.706808,False,webuycars
628,https://photos.webuycars.co.za/photobooth/2B5D10782/Images/2B5D107820.webp,,2019 Suzuki  Jimny 1.5 GLX,suzuki,jimny,4th gen - JB74,2019,318900,332900,84100,26 days 19:10:38.332413,2024-08-09 09:07:11.331465,2024-07-13 13:56:32.999052,True,webuycars
629,https://photos.webuycars.co.za/photobooth/2B7607899/Images/2B76078990.webp,,2016 BMW  3 Series 320i M Sport Auto (F30),bmw,3 series,,2016,201900,201900,120000,1 days 22:07:41.012304,2024-08-05 07:37:30.490438,2024-08-03 09:29:49.478134,True,webuycars
630,https://photos.webuycars.co.za/photobooth/2B9008130/Images/2B90081300.webp,,2012 BMW  1 Series 120i Convertible,bmw,1 series,,2012,125900,125900,119393,0 days 00:30:38.051687,2024-06-21 11:41:13.491571,2024-06-21 11:10:35.439884,True,webuycars
631,https://photos.webuycars.co.za/photobooth/2BA406477/Images/2BA4064770.webp,,2009 BMW  3 Series 330i Sport (E90),bmw,3 series,,2009,82900,82900,158076,0 days 00:00:00,2024-06-27 06:44:33.527117,2024-06-27 06:44:33.527117,True,webuycars
632,https://photos.webuycars.co.za/photobooth/2BB708601/Images/2BB7086010.webp,,2015 BMW  1 Series 118i 5-Door Auto (F20),bmw,1 series,,2015,95900,117900,228584,64 days 10:32:02.982059,2024-08-26 18:22:11.961608,2024-06-23 07:50:08.979549,True,webuycars
633,https://photos.webuycars.co.za/photobooth/2BBD01972/Images/2BBD019720.webp,,2014 Porsche  Cayenne Diesel TIP,porsche,cayenne,,2014,379000,387900,108617,11 days 19:22:26.582510,2024-07-17 12:08:44.995452,2024-07-05 16:46:18.412942,True,webuycars
634,https://photos.webuycars.co.za/photobooth/2BF203710/Images/2BF2037100.webp,,2007 BMW  3 Series 320i (E90),bmw,3 series,,2007,49900,52900,136000,10 days 22:06:34.353771,2024-07-22 12:33:27.427967,2024-07-11 14:26:53.074196,True,webuycars
635,https://photos.webuycars.co.za/photobooth/2BF909167/Images/2BF9091670.webp,,2017 Toyota  Corolla 1.4d Prestige,toyota,corolla,,2017,91000,91000,256000,1 days 21:03:51.102884,2024-06-25 10:32:21.973927,2024-06-23 13:28:30.871043,True,webuycars
636,https://photos.webuycars.co.za/photobooth/2BFE05181/Images/2BFE051810.webp,,2010 Toyota  Corolla 1.3 Professional,toyota,corolla,,2010,61000,69900,356000,10 days 00:39:53.929868,2024-08-26 18:27:31.950304,2024-08-16 17:47:38.020436,True,webuycars
637,https://photos.webuycars.co.za/photobooth/2BFF05477/Images/2BFF054770.webp,,2020 Toyota  Corolla 2.0 XR CVT,toyota,corolla,,2020,300000,300900,62000,3 days 04:49:51.219321,2024-08-26 18:27:31.950304,2024-08-23 13:37:40.730983,True,webuycars
638,https://photos.webuycars.co.za/photobooth/2C0813554/Images/2C08135540.webp,,2014 BMW  1 Series 116i 5-Door Auto (F20),bmw,1 series,,2014,119000,129900,175000,25 days 20:04:20.982132,2024-07-27 14:17:55.671707,2024-07-01 18:13:34.689575,True,webuycars
639,https://photos.webuycars.co.za/photobooth/2C1304065/Images/2C13040650.webp,,2014 BMW  5 Series 520d Auto (F10),bmw,5 series,,2014,186000,222900,180000,10 days 04:31:25.204369,2024-07-21 18:58:28.359482,2024-07-11 14:27:03.155113,True,webuycars
640,https://photos.webuycars.co.za/photobooth/2C1F01072/Images/2C1F010720.webp,,2014 BMW  3 Series 320i Auto (F30),bmw,3 series,,2014,162900,162900,129742,0 days 15:58:59.822740,2024-07-06 08:44:29.043884,2024-07-05 16:45:29.221144,True,webuycars
641,https://photos.webuycars.co.za/photobooth/2C2102447/Images/2C21024470.webp,,2015 BMW  3 Series 320i Auto (F30),bmw,3 series,,2015,134900,147900,194000,15 days 13:44:17.870237,2024-07-11 08:59:45.690097,2024-06-25 19:15:27.819860,True,webuycars
642,https://photos.webuycars.co.za/photobooth/2C2709298/Images/2C27092980.webp,,2014 Audi  A6 2.0 TFSI Multitronic,audi,a6,,2014,105900,130900,195680,25 days 04:22:54.138878,2024-07-18 12:12:38.864995,2024-06-23 07:49:44.726117,True,webuycars
643,https://photos.webuycars.co.za/photobooth/2C2F03392/Images/2C2F033920.webp,,1991 Toyota  Corolla 16V Sport,toyota,corolla,,1991,47900,59900,270000,40 days 21:34:26.753802,2024-08-15 14:21:05.439483,2024-07-05 16:46:38.685681,True,webuycars
644,https://photos.webuycars.co.za/photobooth/2C3102033/Images/2C31020330.webp,,2018 Toyota  Prado TX 3.0d Auto,toyota,land-cruiser-prado,4th gen,2018,715900,715900,65000,1 days 02:15:21.587301,2024-07-05 10:10:42.312622,2024-07-04 07:55:20.725321,True,webuycars
645,https://photos.webuycars.co.za/photobooth/2C3F10517/Images/2C3F105170.webp,,2023 Toyota  Vitz 1.0,bmw,1 series,,2023,163900,163900,11000,0 days 00:00:00,2024-08-30 08:15:46.175496,2024-08-30 08:15:46.175496,True,webuycars
646,https://photos.webuycars.co.za/photobooth/2C4907712/Images/2C49077120.webp,,2010 Toyota  Corolla 1.8 Exclusive,toyota,corolla,,2010,77000,77000,298312,0 days 00:00:00,2024-08-22 10:12:25.958751,2024-08-22 10:12:25.958751,True,webuycars
647,https://photos.webuycars.co.za/photobooth/2C6503697/Images/2C65036970.webp,,2002 Toyota  Corolla 160i GLE,toyota,corolla,,2002,51000,51000,215000,0 days 17:37:20.397513,2024-08-13 09:40:43.681790,2024-08-12 16:03:23.284277,True,webuycars
648,https://photos.webuycars.co.za/photobooth/2C7007919/Images/2C70079190.webp,,2012 BMW  3 Series 320i Auto (F30),bmw,3 series,,2012,112900,112900,197424,2 days 18:19:33.275244,2024-07-16 08:13:42.485908,2024-07-13 13:54:09.210664,True,webuycars
649,https://photos.webuycars.co.za/photobooth/2C8407195/Images/2C84071950.webp,https://www.webuycars.co.za/buy-a-car/Porsche/Cayenne/2C8407195,2014 Porsche  Cayenne S Tiptronic (E2),porsche,cayenne,,2014,318900,333900,155000,90 days 01:53:32.138635,2024-09-03 09:43:25.043150,2024-06-05 07:49:52.904515,False,webuycars
650,https://photos.webuycars.co.za/photobooth/2C8909292/Images/2C89092920.webp,,2012 Toyota  Yaris 1.0 XR 5-Door,toyota,yaris,,2012,63000,63000,193129,0 days 00:00:00,2024-08-23 13:37:59.338952,2024-08-23 13:37:59.338952,True,webuycars
651,https://photos.webuycars.co.za/photobooth/2C9208668/Images/2C92086680.webp,,2013 Audi  A6 3.0 TDI Quat S Tronic (180 KW),audi,a6,,2013,191000,197900,140000,1 days 05:45:47.183045,2024-06-24 13:35:31.909162,2024-06-23 07:49:44.726117,True,webuycars
652,https://photos.webuycars.co.za/photobooth/2C9912582/Images/2C99125820.webp,,2005 Toyota  Corolla 140i,toyota,corolla,,2005,79900,79900,202100,2 days 00:49:09.929702,2024-07-06 08:45:38.513826,2024-07-04 07:56:28.584124,True,webuycars
653,https://photos.webuycars.co.za/photobooth/2CAF09144/Images/2CAF091440.webp,,2016 Toyota  Prado TX 3.0 TDI Auto,toyota,land-cruiser-prado,4th gen,2016,410900,418900,133500,14 days 23:56:54.976274,2024-07-19 07:52:15.701595,2024-07-04 07:55:20.725321,True,webuycars
654,https://photos.webuycars.co.za/photobooth/2CBC04215/Images/2CBC042150.webp,,2020 Mercedes-Benz  A Class AMG A45 S 4matic,mercedes-benz,a class,,2020,870900,870900,65000,0 days 00:00:00,2024-06-05 07:50:13.181581,2024-06-05 07:50:13.181581,True,webuycars
655,https://photos.webuycars.co.za/photobooth/2CCB11901/Images/2CCB119010.webp,,2019 Audi  A3 1.0T FSI Stronic (30 TFSI),audi,a3,,2019,999,287900,61568,13 days 00:59:31.552288,2024-08-03 09:27:54.838933,2024-07-21 08:28:23.286645,True,webuycars
656,https://photos.webuycars.co.za/photobooth/2CEF08391/Images/2CEF083910.webp,,2006 BMW  3 Series 330i (E90),bmw,3 series,,2006,44000,44000,318380,0 days 00:00:00,2024-08-23 09:21:51.832121,2024-08-23 09:21:51.832121,True,webuycars
657,https://photos.webuycars.co.za/photobooth/2D1204910/Images/2D12049100.webp,,2015 Mercedes-Benz  C Class C180 AMG Line Auto,mercedes-benz,c class,,2015,261900,261900,105000,12 days 05:57:42.541424,2024-07-23 14:59:54.078811,2024-07-11 09:02:11.537387,True,webuycars
658,https://photos.webuycars.co.za/photobooth/2D1F03195/Images/2D1F031950.webp,,2015 Toyota  86 2.0 High,toyota,86,,2015,163000,163000,166979,0 days 16:02:10.933463,2024-07-10 08:51:36.109512,2024-07-09 16:49:25.176049,True,webuycars
659,https://photos.webuycars.co.za/photobooth/2D2402777/Images/2D24027770.webp,,2019 Audi  A3 1.4T FSI Stronic (35 TFSI),audi,a3,,2019,259000,260900,134100,26 days 23:58:40.014661,2024-08-17 08:27:03.301306,2024-07-21 08:28:23.286645,True,webuycars
660,https://photos.webuycars.co.za/photobooth/2D2700853/Images/2D27008530.webp,,2012 BMW  3 Series 320i (F30),bmw,3 series,,2012,112000,119900,153000,11 days 06:18:10.575268,2024-08-15 14:18:53.998835,2024-08-04 08:00:43.423567,True,webuycars
661,https://photos.webuycars.co.za/photobooth/2D3505897/Images/2D35058970.webp,https://www.webuycars.co.za/buy-a-car/BMW/M5/2D3505897,2012 BMW  M5 (F10),bmw,m5,,2012,380900,497900,100000,31 days 00:11:25.822844,2024-09-03 09:41:46.163106,2024-08-03 09:30:20.340262,False,webuycars
662,https://photos.webuycars.co.za/photobooth/2D3D08035/Images/2D3D080350.webp,,2007 Toyota  Corolla 1.6 Advanced,toyota,corolla,,2007,86000,86000,128000,0 days 00:00:00,2024-08-22 10:12:25.958751,2024-08-22 10:12:25.958751,True,webuycars
663,https://photos.webuycars.co.za/photobooth/2D4001939/Images/2D40019390.webp,,2017 BMW  1 Series M140i Edition M Sport Shadow 5-Door Auto (F20),bmw,1 series,,2017,337000,389900,97225,49 days 02:23:54.514328,2024-08-12 15:59:56.429787,2024-06-24 13:36:01.915459,True,webuycars
664,https://photos.webuycars.co.za/photobooth/2D4400544/Images/2D44005440.webp,,2012 Audi  S4 3.0 TFSI quattro S tronic,audi,s4,,2012,161900,179900,137000,18 days 21:12:25.372058,2024-07-10 08:20:08.915711,2024-06-21 11:07:43.543653,True,webuycars
665,https://photos.webuycars.co.za/photobooth/2D6508411/Images/2D65084110.webp,,2016 Mercedes-Benz  A Class A 200 AMG Auto,mercedes-benz,a class,,2016,309900,309900,59000,0 days 00:00:00,2024-06-05 07:50:13.181581,2024-06-05 07:50:13.181581,True,webuycars
666,https://photos.webuycars.co.za/photobooth/2D6A04900/Images/2D6A049000.webp,,2016 Audi  A3 Sportback 1.4tfsi S,audi,a3,,2016,217900,217900,65000,10 days 03:44:27.581110,2024-07-31 12:12:50.867755,2024-07-21 08:28:23.286645,True,webuycars
667,https://photos.webuycars.co.za/photobooth/2D7702356/Images/2D77023560.webp,,2011 BMW  5 Series 523i Auto (F10),bmw,5 series,,2011,125000,125900,174000,14 days 18:57:59.840233,2024-07-24 12:08:07.447203,2024-07-09 17:10:07.606970,True,webuycars
668,https://photos.webuycars.co.za/photobooth/2D7901624/Images/2D79016240.webp,,2014 Audi  A3 Sportback 1.8T FSI SE Stronic,audi,a3,,2014,171900,181900,156000,31 days 02:13:39.836803,2024-08-21 10:42:03.123448,2024-07-21 08:28:23.286645,True,webuycars
669,https://photos.webuycars.co.za/photobooth/2D8102661/Images/2D81026610.webp,,2016 BMW  3 Series 320i Auto (F30),bmw,3 series,,2016,246900,255900,95000,35 days 22:49:50.566359,2024-08-14 15:37:37.633891,2024-07-09 16:47:47.067532,True,webuycars
670,https://photos.webuycars.co.za/photobooth/2DC302583/Images/2DC3025830.webp,,2012 Audi  A3 1.6 TDI S Stronic 3-Door,audi,a3,,2012,137900,137900,135000,4 days 07:35:23.949849,2024-07-25 16:03:47.236494,2024-07-21 08:28:23.286645,True,webuycars
671,https://photos.webuycars.co.za/photobooth/2DDC01563/Images/2DDC015630.webp,https://www.webuycars.co.za/buy-a-car/Porsche/Cayenne/2DDC01563,2011 Porsche  Cayenne S Tiptronic (E2),porsche,cayenne,,2011,295000,325900,157000,71 days 20:15:32.947309,2024-09-03 09:43:25.043150,2024-06-23 13:27:52.095841,False,webuycars
672,https://photos.webuycars.co.za/photobooth/2DDC13479/Images/2DDC134790.webp,,2017 Fiat  500 1.4 Lounge,bmw,3 series,,2017,99900,99900,63809,0 days 00:00:00,2024-07-25 13:32:59.453816,2024-07-25 13:32:59.453816,True,webuycars
673,https://photos.webuycars.co.za/photobooth/2DDE12481/Images/2DDE124810.webp,,2010 Toyota  Prado TX 4.0 V6 Auto,toyota,land-cruiser-prado,4th gen,2010,261000,281900,204500,25 days 01:33:36.165594,2024-07-29 09:28:56.890915,2024-07-04 07:55:20.725321,True,webuycars
674,https://photos.webuycars.co.za/photobooth/2E0612180/Images/2E06121800.webp,,2016 Mercedes-Benz  A Class A 200 Style Auto,mercedes-benz,a class,,2016,241900,241900,88312,0 days 00:00:00,2024-06-05 07:50:13.181581,2024-06-05 07:50:13.181581,True,webuycars
675,https://photos.webuycars.co.za/photobooth/2E1104242/Images/2E11042420.webp,,2022 Toyota  Prado Vx-L 2.8gd Auto,toyota,land-cruiser-prado,4th gen,2022,1017900,1047900,26000,49 days 02:18:10.951776,2024-08-22 10:13:31.677097,2024-07-04 07:55:20.725321,True,webuycars
676,https://photos.webuycars.co.za/photobooth/2E3707407/Images/2E37074070.webp,,2014 Toyota  Prado VX 3.0 TDI Auto,toyota,land-cruiser-prado,4th gen,2014,399900,399900,269914,14 days 23:15:42.648076,2024-08-05 07:40:05.965374,2024-07-21 08:24:23.317298,True,webuycars
677,https://photos.webuycars.co.za/photobooth/2E3B02912/Images/2E3B029120.webp,,2007 BMW  3 Series 320d Auto (E90),bmw,3 series,,2007,52900,55900,328000,9 days 10:39:13.550155,2024-07-21 18:58:21.460799,2024-07-12 08:19:07.910644,True,webuycars
678,https://photos.webuycars.co.za/photobooth/2E5808409/Images/2E58084090.webp,,2018 Suzuki  Jimny 1.3,suzuki,jimny,3rd gen - JB43,2018,204900,212900,85000,27 days 00:06:00.313453,2024-08-17 08:31:32.128473,2024-07-21 08:25:31.815020,True,webuycars
679,https://photos.webuycars.co.za/photobooth/2E6214096/Images/2E62140960.webp,https://www.webuycars.co.za/buy-a-car/Toyota/Land-Cruiser-Prado/2E6214096,2015 Toyota  Prado VX 4.0 V6 Auto,toyota,land-cruiser-prado,4th gen,2015,515000,525900,114000,30 days 01:33:04.088733,2024-09-02 11:05:32.131037,2024-08-03 09:32:28.042304,False,webuycars
680,https://photos.webuycars.co.za/photobooth/2E7F09099/Images/2E7F090990.webp,,2014 BMW  3 Series 316i Auto (F30),bmw,3 series,,2014,107900,117900,162100,22 days 23:22:29.107197,2024-08-15 14:18:53.998835,2024-07-23 14:56:24.891638,True,webuycars
681,https://photos.webuycars.co.za/photobooth/2E8312507/Images/2E83125070.webp,,2013 Suzuki  Jimny 1.3,suzuki,jimny,3rd gen - JB43,2013,167900,179900,48304,36 days 18:11:51.349794,2024-08-19 08:08:24.348846,2024-07-13 13:56:32.999052,True,webuycars
682,https://photos.webuycars.co.za/photobooth/2E8702310/Images/2E87023100.webp,,2013 Audi  A6 2.0 TFSI Multitronic,audi,a6,,2013,125000,125900,183144,13 days 04:47:56.434193,2024-07-04 15:54:20.955694,2024-06-21 11:06:24.521501,True,webuycars
683,https://photos.webuycars.co.za/photobooth/2E9607411/Images/2E96074110.webp,,2013 BMW  1 Series 120i Convert Sport Auto,bmw,1 series,,2013,125900,125900,158000,4 days 01:53:28.677858,2024-06-25 13:04:04.117742,2024-06-21 11:10:35.439884,True,webuycars
