,manufacturer,model,generation,year,min_price,max_price,time_online,last_seen,date_listed,mileage,status,site,title,ad_id,image_url,display_name
0,Toyota,land-cruiser-prado,,2019,796900.0,799900.0,7 days 14:09:55.422126,2024-11-18 10:39:14.650320,2024-11-10 20:29:19.228194,64000,False,webuycars,2019 Toyota  Prado Vx-L 4.0 V6 Auto,000907962,https://photos.webuycars.co.za/photobooth/000907962/Images/0009079620.webp,Toyota land-cruiser-prado
1,Bmw,3 series,,2013,137900.0,137900.0,1 days 00:57:04.436062,2024-09-26 21:55:48.266741,2024-09-25 20:58:43.830679,131977,True,webuycars,2013 BMW  3 Series 320i Modern Line (F30),001510759,https://photos.webuycars.co.za/photobooth/001510759/Images/0015107590.webp,Bmw 3 series
2,Bmw,3 series,,2005,74900.0,74900.0,4 days 05:28:29.706434,2024-10-14 18:07:16.379596,2024-10-10 12:38:46.673162,136797,True,webuycars,2005 BMW  3 Series 320i Auto (E90),002403508,https://photos.webuycars.co.za/photobooth/002403508/Images/0024035080.webp,Bmw 3 series
3,Audi,a3,,2016,219900.0,225900.0,18 days 18:38:44.670600,2024-10-02 06:31:08.936264,2024-09-13 11:52:24.265664,94000,True,webuycars,2016 Audi  A3 Sportback 1.4 TFSI Stronic (35 TFSI),002410229,https://photos.webuycars.co.za/photobooth/002410229/Images/0024102290.webp,Audi a3
4,Bmw,3 series,,2014,91900.0,118900.0,34 days 22:59:30.481425,2024-10-18 11:42:00.769278,2024-09-13 12:42:30.287853,203191,True,webuycars,2014 BMW  3 Series 316i Auto (F30),002C14313,https://photos.webuycars.co.za/photobooth/002C14313/Images/002C143130.webp,Bmw 3 series
5,Bmw,2 series,,2015,193900.0,199900.0,9 days 19:50:18.526952,2024-09-23 08:31:33.336063,2024-09-13 12:41:14.809111,261820,True,webuycars,2015 BMW  2 Series 220d M Sport Auto (F22),006802732,https://photos.webuycars.co.za/photobooth/006802732/Images/0068027320.webp,Bmw 2 series
6,Renault,sandero,,2017,119900.0,119900.0,1 days 18:59:25.563594,2024-11-07 14:24:02.289213,2024-11-05 19:24:36.725619,103315,True,webuycars,2017 Renault  Sandero 900t Stepway Expression,008600578,https://photos.webuycars.co.za/photobooth/008600578/Images/0086005780.webp,Renault sandero
7,Audi,a3,,2020,291900.0,306900.0,58 days 08:27:40.000307,2024-11-10 20:20:04.265971,2024-09-13 11:52:24.265664,109500,True,webuycars,2020 Audi  A3 1.0T FSI Stronic (30 TFSI),008610582,https://photos.webuycars.co.za/photobooth/008610582/Images/0086105820.webp,Audi a3
8,Renault,sandero,,2017,80900.0,80900.0,0 days 09:17:00.684758,2024-10-03 22:30:17.797415,2024-10-03 13:13:17.112657,130000,True,webuycars,2017 Renault  Sandero 900t Stepway,008C13240,https://photos.webuycars.co.za/photobooth/008C13240/Images/008C132400.webp,Renault sandero
9,Bmw,1 series,,2017,218900.0,218900.0,5 days 19:10:53.832794,2024-09-19 07:10:26.930536,2024-09-13 11:59:33.097742,115316,True,webuycars,2017 BMW  1 Series 120i 5-Door Auto (F20),00B310957,https://photos.webuycars.co.za/photobooth/00B310957/Images/00B3109570.webp,Bmw 1 series
10,Renault,sandero,,2016,133900.0,133900.0,1 days 14:47:49.751175,2024-10-30 11:41:02.260692,2024-10-28 20:53:12.509517,50000,True,webuycars,2016 Renault  Sandero 900t Stepway,00B609562,https://photos.webuycars.co.za/photobooth/00B609562/Images/00B6095620.webp,Renault sandero
11,Bmw,2 series,,2020,474900.0,474900.0,7 days 14:10:38.600637,2024-11-18 10:32:26.426670,2024-11-10 20:21:47.826033,43268,False,webuycars,2020 BMW  2 Series 220d M Sport Auto (F22),00D807053,https://photos.webuycars.co.za/photobooth/00D807053/Images/00D8070530.webp,Bmw 2 series
12,Audi,a6,,2011,148900.0,153900.0,13 days 12:31:07.492998,2024-10-08 19:25:52.322343,2024-09-25 06:54:44.829345,178000,True,webuycars,2011 Audi  A6 3.0 TDI Quat S Tronic (180 KW),010E10413,https://photos.webuycars.co.za/photobooth/010E10413/Images/010E104130.webp,Audi a6
13,Renault,sandero,,2019,133900.0,149900.0,32 days 22:18:36.405929,2024-11-18 10:44:02.746760,2024-10-16 12:25:26.340831,51435,False,webuycars,2019 Renault  Sandero 900 T Expression,012106257,https://photos.webuycars.co.za/photobooth/012106257/Images/0121062570.webp,Renault sandero
14,Audi,a3,,2013,151900.0,151900.0,10 days 20:19:01.053549,2024-11-18 10:30:42.029746,2024-11-07 14:11:40.976197,149000,False,webuycars,2013 Audi  A3 Sportback 1.8T FSI SE Stronic,013E13952,https://photos.webuycars.co.za/photobooth/013E13952/Images/013E139520.webp,Audi a3
15,Audi,a3,,2010,105900.0,118900.0,29 days 08:28:21.925956,2024-10-16 15:41:13.009730,2024-09-17 07:12:51.083774,122000,True,webuycars,2010 Audi  A3 1.8T FSI Cabriolet Auto,017306100,https://photos.webuycars.co.za/photobooth/017306100/Images/0173061000.webp,Audi a3
16,Bmw,3 series,,2016,236900.0,236900.0,2 days 02:45:02.222259,2024-10-05 15:53:06.016539,2024-10-03 13:08:03.794280,115000,True,webuycars,2016 BMW  3 Series 318i M Sport Auto (F30),017900225,https://photos.webuycars.co.za/photobooth/017900225/Images/0179002250.webp,Bmw 3 series
17,Bmw,1 series,,2012,65900.0,69900.0,19 days 18:10:08.527662,2024-11-03 12:16:00.512020,2024-10-14 18:05:51.984358,273438,True,webuycars,2012 BMW  1 Series 118i 5-Door (F20),019905326,https://photos.webuycars.co.za/photobooth/019905326/Images/0199053260.webp,Bmw 1 series
18,Bmw,3 series,,2007,71900.0,71900.0,2 days 13:38:26.355377,2024-10-12 08:04:54.903829,2024-10-09 18:26:28.548452,215728,True,webuycars,2007 BMW  3 Series 320i Auto (E90),01AC01479,https://photos.webuycars.co.za/photobooth/01AC01479/Images/01AC014790.webp,Bmw 3 series
19,Bmw,1 series,,2015,145900.0,145900.0,24 days 05:11:57.864975,2024-10-07 17:11:30.962717,2024-09-13 11:59:33.097742,79423,True,webuycars,2015 BMW  1 Series 118i 5-Door Auto (F20),01AF10962,https://photos.webuycars.co.za/photobooth/01AF10962/Images/01AF109620.webp,Bmw 1 series
20,Bmw,3 series,,2014,129900.0,129900.0,2 days 00:15:03.122979,2024-10-21 09:01:24.946652,2024-10-19 08:46:21.823673,212064,True,webuycars,2014 BMW  3 Series 320i Sport Line Auto (F30),01D007517,https://photos.webuycars.co.za/photobooth/01D007517/Images/01D0075170.webp,Bmw 3 series
21,Bmw,1 series,,2014,143900.0,143900.0,5 days 17:22:08.054164,2024-11-02 12:04:32.444622,2024-10-27 18:42:24.390458,165000,True,webuycars,2014 BMW  1 Series 116i 5-Door Auto (F20),01D812210,https://photos.webuycars.co.za/photobooth/01D812210/Images/01D8122100.webp,Bmw 1 series
22,Mercedes-Benz,c class,,2014,142900.0,175900.0,52 days 10:42:01.204891,2024-11-11 18:08:42.577532,2024-09-20 07:26:41.372641,270000,True,webuycars,2014 Mercedes-Benz  C Class C220 Bluetec,01E402790,https://photos.webuycars.co.za/photobooth/01E402790/Images/01E4027900.webp,Mercedes-Benz c class
23,Renault,sandero,,2015,56900.0,56900.0,1 days 00:08:36.879376,2024-11-16 07:53:54.987368,2024-11-15 07:45:18.107992,246000,True,webuycars,2015 Renault  Sandero 900t Stepway,01E505070,https://photos.webuycars.co.za/photobooth/01E505070/Images/01E5050700.webp,Renault sandero
24,Toyota,yaris,,2006,57900.0,60900.0,5 days 23:45:08.854337,2024-09-25 07:00:20.358895,2024-09-19 07:15:11.504558,120000,True,webuycars,2006 Toyota  Yaris T3 A/C 5-Door,01F407352,https://photos.webuycars.co.za/photobooth/01F407352/Images/01F4073520.webp,Toyota yaris
25,Bmw,2 series,,2015,255900.0,255900.0,13 days 15:56:28.983057,2024-11-18 10:32:26.426670,2024-11-04 18:35:57.443613,106619,False,webuycars,2015 BMW  2 Series 220i M Sport Auto (F22),020900346,https://photos.webuycars.co.za/photobooth/020900346/Images/0209003460.webp,Bmw 2 series
26,Honda,cr-v,,2014,95900.0,104900.0,14 days 01:39:29.127007,2024-11-10 20:26:02.646070,2024-10-27 18:46:33.519063,193000,True,webuycars,2014 Honda  CR-V 2.0 Comfort Auto,021606505,https://photos.webuycars.co.za/photobooth/021606505/Images/0216065050.webp,Honda cr-v
27,Bmw,3 series,,2020,442900.0,450900.0,16 days 02:27:30.504689,2024-09-29 15:10:00.792542,2024-09-13 12:42:30.287853,57000,True,webuycars,2020 BMW  3 Series 318i Sport Line Auto (G20),021700954,https://photos.webuycars.co.za/photobooth/021700954/Images/0217009540.webp,Bmw 3 series
28,Bmw,1 series,,2016,175000.0,175900.0,16 days 21:22:14.663340,2024-11-18 10:31:44.957769,2024-11-01 13:09:30.294429,162895,False,webuycars,2016 BMW  1 Series 120i 5-Door Auto (F20),021E15937,https://photos.webuycars.co.za/photobooth/021E15937/Images/021E159370.webp,Bmw 1 series
29,Mercedes-Benz,c class,,2017,355900.0,363900.0,21 days 15:50:22.062687,2024-11-18 10:41:54.931956,2024-10-27 18:51:32.869269,93000,False,webuycars,2017 Mercedes-Benz  C Class C200 Coupe Auto,024010078,https://photos.webuycars.co.za/photobooth/024010078/Images/0240100780.webp,Mercedes-Benz c class
30,Audi,a6,,2012,107900.0,107900.0,7 days 16:49:16.096387,2024-10-13 08:39:08.052073,2024-10-05 15:49:51.955686,234531,True,webuycars,2012 Audi  A6 2.0 TDI Multitronic,024112298,https://photos.webuycars.co.za/photobooth/024112298/Images/0241122980.webp,Audi a6
31,Toyota,yaris,,2007,51900.0,69900.0,21 days 22:25:10.148064,2024-10-29 15:41:22.362759,2024-10-07 17:16:12.214695,139000,True,webuycars,2007 Toyota  Yaris T1 3-Door,024401794,https://photos.webuycars.co.za/photobooth/024401794/Images/0244017940.webp,Toyota yaris
32,Bmw,3 series,,2014,159900.0,165900.0,17 days 00:33:07.215031,2024-10-16 15:43:08.007573,2024-09-29 15:10:00.792542,145779,True,webuycars,2014 BMW  3 Series 320i Auto (F30),025212292,https://photos.webuycars.co.za/photobooth/025212292/Images/0252122920.webp,Bmw 3 series
33,Bmw,3 series,,2017,298000.0,298900.0,11 days 00:58:27.734557,2024-11-11 17:56:50.287544,2024-10-31 16:58:22.552987,102696,True,webuycars,2017 BMW  3 Series 320d Auto (F30),026211898,https://photos.webuycars.co.za/photobooth/026211898/Images/0262118980.webp,Bmw 3 series
34,Honda,cr-v,,2013,109900.0,109900.0,1 days 00:28:02.483353,2024-11-18 10:36:04.536995,2024-11-17 10:08:02.053642,140035,False,webuycars,2013 Honda  CR-V 2.0 Comfort,027F06189,https://photos.webuycars.co.za/photobooth/027F06189/Images/027F061890.webp,Honda cr-v
35,Bmw,m3,e9x,2009,281900.0,302900.0,20 days 00:25:33.461624,2024-10-03 13:08:33.792700,2024-09-13 12:43:00.331076,168787,True,webuycars,2009 BMW  M3 Convert M Dynamic M-DCT,028413789,https://photos.webuycars.co.za/photobooth/028413789/Images/0284137890.webp,Bmw m3
36,Audi,a3,,2017,248900.0,269900.0,65 days 22:38:17.764082,2024-11-18 10:30:42.029746,2024-09-13 11:52:24.265664,144000,False,webuycars,2017 Audi  A3 Sportback 1.4 TFSI Stronic (35 TFSI),029203788,https://photos.webuycars.co.za/photobooth/029203788/Images/0292037880.webp,Audi a3
37,Toyota,corolla,,2004,68900.0,68900.0,5 days 19:12:11.254766,2024-11-06 12:15:14.861507,2024-10-31 17:03:03.606741,292881,True,webuycars,2004 Toyota  Corolla 160i GLE,029D11107,https://photos.webuycars.co.za/photobooth/029D11107/Images/029D111070.webp,Toyota corolla
38,Toyota,yaris,,2008,55900.0,58900.0,9 days 19:28:36.661723,2024-09-24 08:43:22.491233,2024-09-14 13:14:45.829510,336479,True,webuycars,2008 Toyota  Yaris T3 Spirit,02D404949,https://photos.webuycars.co.za/photobooth/02D404949/Images/02D4049490.webp,Toyota yaris
39,Bmw,3 series,,2015,204900.0,204900.0,1 days 20:49:59.756414,2024-10-29 15:34:18.855654,2024-10-27 18:44:19.099240,160842,True,webuycars,2015 BMW  3 Series 320i M Sport Auto (F30),02E509965,https://photos.webuycars.co.za/photobooth/02E509965/Images/02E5099650.webp,Bmw 3 series
40,Bmw,3 series,,2012,101900.0,106900.0,5 days 18:29:27.626210,2024-09-19 07:11:57.914063,2024-09-13 12:42:30.287853,136000,True,webuycars,2012 BMW  3 Series 320i Auto (F30),030500013,https://photos.webuycars.co.za/photobooth/030500013/Images/0305000130.webp,Bmw 3 series
41,Renault,sandero,,2010,32900.0,38900.0,8 days 22:29:47.773163,2024-10-16 15:48:29.826757,2024-10-07 17:18:42.053594,234829,True,webuycars,2010 Renault  Sandero 1.6 Expression+ Pack,031E01016,https://photos.webuycars.co.za/photobooth/031E01016/Images/031E010160.webp,Renault sandero
42,Bmw,3 series,,2008,68900.0,68900.0,6 days 17:33:35.823223,2024-11-03 12:17:54.922463,2024-10-27 18:44:19.099240,315500,True,webuycars,2008 BMW  3 Series 320d (E90),032511338,https://photos.webuycars.co.za/photobooth/032511338/Images/0325113380.webp,Bmw 3 series
43,Bmw,3 series,,2012,73900.0,89900.0,16 days 13:25:47.196822,2024-10-19 08:54:11.900404,2024-10-02 19:28:24.703582,298000,True,webuycars,2012 BMW  3 Series 320i M Sport Auto (F30),033410637,https://photos.webuycars.co.za/photobooth/033410637/Images/0334106370.webp,Bmw 3 series
44,Audi,a3,,2014,167900.0,167900.0,0 days 00:00:00,2024-10-02 06:31:08.936264,2024-10-02 06:31:08.936264,140000,True,webuycars,2014 Audi  A3 Sportback 1.4T FSI S Stronic,034610831,https://photos.webuycars.co.za/photobooth/034610831/Images/0346108310.webp,Audi a3
45,Audi,a3,,2014,170900.0,170900.0,1 days 02:16:45.035314,2024-10-08 19:27:39.659414,2024-10-07 17:10:54.624100,136000,True,webuycars,2014 Audi  A3 Sportback 1.4T FSI S Stronic,036702206,https://photos.webuycars.co.za/photobooth/036702206/Images/0367022060.webp,Audi a3
46,Mercedes-Benz,c class,,2015,222900.0,222900.0,30 days 01:42:51.951368,2024-11-18 10:41:54.931956,2024-10-19 08:59:02.980588,147000,False,webuycars,2015 Mercedes-Benz  C Class C220 Bluetec Auto,038B05369,https://photos.webuycars.co.za/photobooth/038B05369/Images/038B053690.webp,Mercedes-Benz c class
47,Suzuki,jimny,3rd gen - JB43,2013,152900.0,152900.0,1 days 16:19:34.223676,2024-10-19 08:59:25.071678,2024-10-17 16:39:50.848002,135500,True,webuycars,2013 Suzuki  Jimny 1.3,038E07079,https://photos.webuycars.co.za/photobooth/038E07079/Images/038E070790.webp,Suzuki jimny
48,Bmw,1 series,,2015,126900.0,126900.0,10 days 20:18:56.686665,2024-11-18 10:31:44.957769,2024-11-07 14:12:48.271104,167500,False,webuycars,2015 BMW  1 Series 116i Urban Line 5-Door Auto (F20),039701314,https://photos.webuycars.co.za/photobooth/039701314/Images/0397013140.webp,Bmw 1 series
49,Bmw,3 series,,2019,316900.0,316900.0,5 days 00:28:38.877041,2024-10-16 15:43:08.007573,2024-10-11 15:14:29.130532,66000,True,webuycars,2019 BMW  3 Series 318i M Sport Auto (F30),03D404201,https://photos.webuycars.co.za/photobooth/03D404201/Images/03D4042010.webp,Bmw 3 series
50,Toyota,corolla,,2016,140900.0,140900.0,0 days 11:20:08.322747,2024-09-20 18:44:58.265696,2024-09-20 07:24:49.942949,248000,True,webuycars,2016 Toyota  Corolla 1.4d Prestige,03FC06958,https://photos.webuycars.co.za/photobooth/03FC06958/Images/03FC069580.webp,Toyota corolla
51,Audi,a3,,2019,276900.0,276900.0,12 days 11:34:05.517713,2024-10-14 18:05:14.453977,2024-10-02 06:31:08.936264,89000,True,webuycars,2019 Audi  A3 Sportback 1.0 TFSI Stronic (30 TFSI),040D13797,https://photos.webuycars.co.za/photobooth/040D13797/Images/040D137970.webp,Audi a3
52,Bmw,3 series,,2008,69900.0,74900.0,9 days 17:26:27.621361,2024-11-06 12:10:46.720601,2024-10-27 18:44:19.099240,190857,True,webuycars,2008 BMW  3 Series 320d Auto (E90),042110108,https://photos.webuycars.co.za/photobooth/042110108/Images/0421101080.webp,Bmw 3 series
53,Toyota,yaris,,2007,75900.0,79900.0,4 days 14:51:49.174383,2024-10-12 08:08:01.389078,2024-10-07 17:16:12.214695,190000,True,webuycars,2007 Toyota  Yaris T3 A/C 5-Door,042514781,https://photos.webuycars.co.za/photobooth/042514781/Images/0425147810.webp,Toyota yaris
54,Toyota,corolla,,2012,126900.0,126900.0,0 days 00:00:00,2024-11-18 10:38:00.194487,2024-11-18 10:38:00.194487,170180,False,webuycars,2012 Toyota  Corolla 1.3 Heritage,043106569,https://photos.webuycars.co.za/photobooth/043106569/Images/0431065690.webp,Toyota corolla
55,Mercedes-Benz,c class,,2015,289000.0,289900.0,16 days 21:22:52.186422,2024-11-18 10:41:54.931956,2024-11-01 13:19:02.745534,158720,False,webuycars,2015 Mercedes-Benz  C Class C250 Bluetec Exclusive Auto,043315095,https://photos.webuycars.co.za/photobooth/043315095/Images/0433150950.webp,Mercedes-Benz c class
56,Bmw,3 series,,2011,86900.0,86900.0,0 days 00:24:29.812786,2024-11-02 12:06:13.991939,2024-11-02 11:41:44.179153,270000,True,webuycars,2011 BMW  3 Series 320d Exclusive Auto (E90),043910472,https://photos.webuycars.co.za/photobooth/043910472/Images/0439104720.webp,Bmw 3 series
57,Mercedes-Benz,c class,,2018,252900.0,273900.0,53 days 23:31:20.643289,2024-11-06 12:18:34.088442,2024-09-13 12:47:13.445153,136698,True,webuycars,2018 Mercedes-Benz  C Class C180 Avantgarde Auto,043D07675,https://photos.webuycars.co.za/photobooth/043D07675/Images/043D076750.webp,Mercedes-Benz c class
58,Bmw,3 series,,2017,235900.0,235900.0,2 days 20:39:20.164994,2024-11-18 10:33:40.805700,2024-11-15 13:54:20.640706,100000,False,webuycars,2017 BMW  3 Series 318i Auto (F30),044203624,https://photos.webuycars.co.za/photobooth/044203624/Images/0442036240.webp,Bmw 3 series
59,Audi,a3,,2013,119900.0,119900.0,2 days 20:34:36.239934,2024-10-19 08:52:05.439100,2024-10-16 12:17:29.199166,191000,True,webuycars,2013 Audi  A3 1.8T FSI SE 3-Door,044206873,https://photos.webuycars.co.za/photobooth/044206873/Images/0442068730.webp,Audi a3
60,Bmw,1 series,,2007,33900.0,33900.0,2 days 13:00:25.987453,2024-09-18 07:15:31.412031,2024-09-15 18:15:05.424578,317585,True,webuycars,2007 BMW  1 Series 116i (E87),046402265,https://photos.webuycars.co.za/photobooth/046402265/Images/0464022650.webp,Bmw 1 series
61,Toyota,yaris,,2011,91900.0,91900.0,3 days 02:57:41.912417,2024-11-18 10:38:33.052140,2024-11-15 07:40:51.139723,169000,False,webuycars,2011 Toyota  Yaris Zen3,046402491,https://photos.webuycars.co.za/photobooth/046402491/Images/0464024910.webp,Toyota yaris
62,Bmw,3 series,,2006,32900.0,35900.0,12 days 19:26:55.856461,2024-11-16 07:44:50.778924,2024-11-03 12:17:54.922463,423000,True,webuycars,2006 BMW  3 Series 320d (E90),047516240,https://photos.webuycars.co.za/photobooth/047516240/Images/0475162400.webp,Bmw 3 series
63,Audi,a3,,2007,65900.0,69900.0,9 days 20:38:22.377646,2024-09-23 08:30:46.643310,2024-09-13 11:52:24.265664,282916,True,webuycars,2007 Audi  A3 Sportback 2.0T FSI Ambition,047A01221,https://photos.webuycars.co.za/photobooth/047A01221/Images/047A012210.webp,Audi a3
64,Bmw,3 series,,2012,119900.0,119900.0,9 days 14:40:57.490514,2024-09-26 21:55:48.266741,2024-09-17 07:14:50.776227,176000,True,webuycars,2012 BMW  3 Series 320i Auto (F30),048F00556,https://photos.webuycars.co.za/photobooth/048F00556/Images/048F005560.webp,Bmw 3 series
65,Toyota,corolla,,2013,127900.0,127900.0,2 days 00:07:17.264729,2024-10-21 09:04:22.910012,2024-10-19 08:57:05.645283,84791,True,webuycars,2013 Toyota  Corolla 1.3 Professional,049107761,https://photos.webuycars.co.za/photobooth/049107761/Images/0491077610.webp,Toyota corolla
66,Audi,a6,,2010,85900.0,97900.0,31 days 01:39:08.612063,2024-10-21 08:57:43.464638,2024-09-20 07:18:34.852575,263000,True,webuycars,2010 Audi  A6 3.0 TDI quattro tiptronic,04A308132,https://photos.webuycars.co.za/photobooth/04A308132/Images/04A3081320.webp,Audi a6
67,Audi,a3,,2019,292900.0,292900.0,20 days 14:37:53.343347,2024-11-18 10:30:42.029746,2024-10-28 19:52:48.686399,76000,False,webuycars,2019 Audi  A3 Sportback 1.4 TFSI Stronic (35 TFSI),04A412940,https://photos.webuycars.co.za/photobooth/04A412940/Images/04A4129400.webp,Audi a3
68,Mercedes-Benz,c class,,2015,246900.0,246900.0,17 days 17:34:38.970871,2024-11-18 10:41:54.931956,2024-10-31 17:07:15.961085,146394,False,webuycars,2015 Mercedes-Benz  C Class C200 Avantgarde Auto,04AA13893,https://photos.webuycars.co.za/photobooth/04AA13893/Images/04AA138930.webp,Mercedes-Benz c class
69,Bmw,1 series,,2016,157900.0,157900.0,14 days 20:37:49.173681,2024-11-01 13:09:30.294429,2024-10-17 16:31:41.120748,166604,True,webuycars,2016 BMW  1 Series 118i 5-Door Auto (F20),04BD07101,https://photos.webuycars.co.za/photobooth/04BD07101/Images/04BD071010.webp,Bmw 1 series
70,Bmw,3 series,,2008,60900.0,68900.0,18 days 10:01:03.573145,2024-10-07 17:13:01.487208,2024-09-19 07:11:57.914063,171500,True,webuycars,2008 BMW  3 Series 323i Auto (E90),04CA05254,https://photos.webuycars.co.za/photobooth/04CA05254/Images/04CA052540.webp,Bmw 3 series
71,Mercedes-Benz,c class,,2015,169900.0,169900.0,1 days 07:07:36.441334,2024-09-21 14:34:17.813975,2024-09-20 07:26:41.372641,239000,True,webuycars,2015 Mercedes-Benz  C Class C180 Auto,04D105038,https://photos.webuycars.co.za/photobooth/04D105038/Images/04D1050380.webp,Mercedes-Benz c class
72,Toyota,rav 4,,2010,98900.0,98900.0,11 days 22:22:58.360180,2024-11-18 10:40:23.893220,2024-11-06 12:17:25.533040,263000,False,webuycars,2010 Toyota  RAV 4 2.0 GX,04D201147,https://photos.webuycars.co.za/photobooth/04D201147/Images/04D2011470.webp,Toyota rav 4
73,Bmw,3 series,,2016,181900.0,181900.0,11 days 04:10:09.036282,2024-11-01 13:11:33.982934,2024-10-21 09:01:24.946652,142000,True,webuycars,2016 BMW  3 Series 318i Auto (F30),050207946,https://photos.webuycars.co.za/photobooth/050207946/Images/0502079460.webp,Bmw 3 series
74,Bmw,1 series,,2017,192900.0,228900.0,65 days 22:32:11.860027,2024-11-18 10:31:44.957769,2024-09-13 11:59:33.097742,145000,False,webuycars,2017 BMW  1 Series 118i 5-Door Auto (F20),051B04839,https://photos.webuycars.co.za/photobooth/051B04839/Images/051B048390.webp,Bmw 1 series
75,Bmw,5 series,,2013,119900.0,119900.0,8 days 02:24:27.304787,2024-10-03 09:22:13.673769,2024-09-25 06:57:46.368982,271341,True,webuycars,2013 BMW  5 Series 520i Auto (F10),051D04312,https://photos.webuycars.co.za/photobooth/051D04312/Images/051D043120.webp,Bmw 5 series
76,Honda,cr-v,,2015,171900.0,171900.0,10 days 22:54:33.836253,2024-11-07 17:41:07.355316,2024-10-27 18:46:33.519063,130000,True,webuycars,2015 Honda  CR-V 2.0 Elegance Auto,053201836,https://photos.webuycars.co.za/photobooth/053201836/Images/0532018360.webp,Honda cr-v
77,Bmw,3 series,,2014,129900.0,129900.0,7 days 14:10:34.935560,2024-11-18 10:33:40.805700,2024-11-10 20:23:05.870140,93944,False,webuycars,2014 BMW  3 Series 320i Auto (F30),055E01932,https://photos.webuycars.co.za/photobooth/055E01932/Images/055E019320.webp,Bmw 3 series
78,Bmw,3 series,,2022,231900.0,231900.0,0 days 00:00:00,2024-09-14 10:55:01.604893,2024-09-14 10:55:01.604893,5301,True,webuycars,2022 Suzuki  Baleno 1.5 GL,056411619,https://photos.webuycars.co.za/photobooth/056411619/Images/0564116190.webp,Bmw 3 series
79,Bmw,1 series,,2008,63900.0,63900.0,2 days 13:00:25.987453,2024-09-18 07:15:31.412031,2024-09-15 18:15:05.424578,135000,True,webuycars,2008 BMW  1 Series 120i 3-Door (E81),056F01739,https://photos.webuycars.co.za/photobooth/056F01739/Images/056F017390.webp,Bmw 1 series
80,Bmw,3 series,,2020,496900.0,496900.0,29 days 20:00:40.978420,2024-10-13 08:43:11.266273,2024-09-13 12:42:30.287853,107500,True,webuycars,2020 BMW  3 Series 330i Auto (G20),057904403,https://photos.webuycars.co.za/photobooth/057904403/Images/0579044030.webp,Bmw 3 series
81,Renault,clio iii,,2007,69900.0,77900.0,26 days 21:12:16.280506,2024-10-18 11:47:02.908192,2024-09-21 14:34:46.627686,130000,True,webuycars,2007 Renault  Clio III 1.5 DCI Expression 5-Door,05B208525,https://photos.webuycars.co.za/photobooth/05B208525/Images/05B2085250.webp,Renault clio iii
82,Toyota,yaris,,2018,144900.0,150900.0,13 days 15:48:23.977392,2024-10-21 09:04:36.192087,2024-10-07 17:16:12.214695,101000,True,webuycars,2018 Toyota  Yaris 1.5 XI 5-Door,05CE00589,https://photos.webuycars.co.za/photobooth/05CE00589/Images/05CE005890.webp,Toyota yaris
83,Bmw,1 series,,2016,292900.0,292900.0,1 days 00:27:39.325318,2024-11-18 10:31:44.957769,2024-11-17 10:04:05.632451,93904,False,webuycars,2016 BMW  1 Series 120d 5-Door Auto (F20),05E706444,https://photos.webuycars.co.za/photobooth/05E706444/Images/05E7064440.webp,Bmw 1 series
84,Bmw,3 series,,2006,51900.0,51900.0,3 days 09:20:10.148007,2024-10-05 15:53:06.016539,2024-10-02 06:32:55.868532,223000,True,webuycars,2006 BMW  3 Series 320i (E90),05EF01875,https://photos.webuycars.co.za/photobooth/05EF01875/Images/05EF018750.webp,Bmw 3 series
85,Toyota,corolla,,2013,66900.0,70900.0,1 days 19:07:23.627438,2024-11-02 12:10:27.234179,2024-10-31 17:03:03.606741,216267,True,webuycars,2013 Toyota  Corolla 1.3 Professional,05F011473,https://photos.webuycars.co.za/photobooth/05F011473/Images/05F0114730.webp,Toyota corolla
86,Mercedes-Benz,c class,,2016,310900.0,324900.0,35 days 20:11:49.535435,2024-10-19 08:59:02.980588,2024-09-13 12:47:13.445153,94000,True,webuycars,2016 Mercedes-Benz  C Class C220d Coupe Auto,05FC06623,https://photos.webuycars.co.za/photobooth/05FC06623/Images/05FC066230.webp,Mercedes-Benz c class
87,Renault,sandero,,2014,77900.0,81900.0,34 days 16:31:11.917308,2024-11-18 10:44:02.746760,2024-10-14 18:12:50.829452,98003,False,webuycars,2014 Renault  Sandero 900 T Dynamique,05FC12265,https://photos.webuycars.co.za/photobooth/05FC12265/Images/05FC122650.webp,Renault sandero
88,Bmw,2 series,,2014,272900.0,272900.0,4 days 07:15:06.158917,2024-10-03 22:23:52.129064,2024-09-29 15:08:45.970147,75500,True,webuycars,2014 BMW  2 Series 228i M Sport Auto (F22),062812295,https://photos.webuycars.co.za/photobooth/062812295/Images/0628122950.webp,Bmw 2 series
89,Mercedes-Benz,c class,,2014,112000.0,136900.0,49 days 01:14:10.799514,2024-11-02 12:14:04.850581,2024-09-14 10:59:54.051067,170593,True,webuycars,2014 Mercedes-Benz  C Class C200 Avantgarde Auto,062B14689,https://photos.webuycars.co.za/photobooth/062B14689/Images/062B146890.webp,Mercedes-Benz c class
90,Mercedes-Benz,c class,,2015,295900.0,309900.0,37 days 20:19:19.014279,2024-10-21 09:06:32.459432,2024-09-13 12:47:13.445153,128710,True,webuycars,2015 Mercedes-Benz  C Class C250 AMG Line Auto,064704116,https://photos.webuycars.co.za/photobooth/064704116/Images/0647041160.webp,Mercedes-Benz c class
